skeletonMove5: .word 28, 28
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,215,207,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,239,247,199,199,199,199,199,199,199,199,199,231,223,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,231,255,239,199,199,207,223,223,223,223,215,199,199,255,231,199,199,199,199,199,199,199,
199,199,199,199,199,207,255,255,255,223,231,255,255,255,255,255,255,247,223,247,255,215,199,199,199,199,199,199,
199,199,199,199,199,207,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,239,199,199,199,199,199,199,
199,199,199,199,199,199,215,246,255,255,255,255,255,255,255,255,255,255,255,255,255,215,199,199,199,199,199,199,
199,199,199,199,207,231,230,0,91,255,255,255,255,255,255,255,255,255,255,255,231,199,199,199,199,199,199,199,
199,199,199,215,255,255,255,73,91,255,255,246,182,255,255,255,255,255,255,255,239,199,199,199,199,199,199,199,
199,199,199,231,255,255,255,73,81,255,255,255,155,82,246,255,255,255,255,246,164,223,199,199,199,199,199,199,
199,207,199,165,246,255,255,73,0,182,255,255,255,173,73,155,164,255,246,82,164,246,207,199,199,199,199,199,
199,231,165,0,0,73,82,164,73,73,246,182,82,73,73,0,82,173,164,82,173,246,231,199,199,199,199,199,
199,247,255,155,73,91,82,164,246,173,91,173,255,255,246,173,164,255,182,255,246,246,238,199,199,199,199,199,
199,247,255,255,215,74,155,173,91,164,173,246,164,246,255,255,247,255,255,247,246,246,238,199,199,199,199,199,
199,247,255,255,215,165,91,82,173,246,173,182,164,182,173,246,231,223,239,207,231,238,215,199,199,199,199,199,
199,247,255,255,255,206,82,173,173,164,164,246,246,173,164,214,199,199,199,199,199,199,199,199,199,199,199,199,
199,239,255,255,247,199,74,0,73,82,164,164,164,91,74,141,199,199,199,199,199,199,199,199,199,199,199,199,
199,215,247,247,215,199,206,73,0,0,74,132,139,73,0,82,91,158,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,222,246,246,230,199,199,199,206,247,255,247,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,223,255,255,207,199,199,199,199,231,255,247,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,215,215,215,199,199,199,199,199,199,215,207,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


