heroKick6: .word 28, 28
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,207,149,206,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,207,198,134,134,134,133,74,73,75,141,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,75,0,0,0,0,0,0,0,0,0,0,65,75,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,74,0,82,92,83,82,0,0,0,0,0,0,0,198,199,199,199,199,
199,199,207,199,199,199,199,199,199,199,139,0,1,166,174,174,166,83,73,74,91,83,139,199,199,199,199,199,
199,199,255,247,223,207,199,199,199,207,69,0,73,174,165,166,174,174,174,174,174,91,214,199,199,199,199,199,
199,199,255,255,255,255,247,231,215,143,6,75,92,174,92,73,83,101,166,82,83,174,239,199,199,199,199,199,
199,199,255,255,255,255,255,255,255,167,6,166,174,174,174,82,9,83,82,73,165,247,239,199,199,199,199,199,
199,199,159,247,255,255,255,255,255,86,78,166,174,174,93,0,73,92,73,0,165,247,239,199,199,199,199,199,
199,199,150,78,167,255,255,255,255,247,175,94,174,174,166,83,166,174,83,83,174,166,151,199,199,199,199,199,
199,199,167,166,86,159,247,255,255,255,247,78,174,174,174,174,166,101,165,174,174,86,159,199,199,199,199,199,
199,199,167,174,174,215,215,255,78,70,175,78,174,174,166,166,166,174,174,174,174,174,215,199,199,199,199,199,
199,199,223,174,174,167,215,255,78,6,175,86,174,174,166,166,166,165,165,166,174,174,215,199,199,199,199,199,
199,199,199,207,159,167,215,255,159,94,247,166,174,174,174,174,174,174,174,166,174,167,207,199,199,207,199,199,
199,199,199,199,199,199,207,255,255,255,255,158,94,174,174,174,174,174,174,174,174,199,199,199,199,141,199,199,
199,199,199,199,199,199,199,255,255,255,255,167,6,78,86,94,166,174,174,175,159,199,199,207,207,74,199,199,
199,199,199,199,199,199,199,255,255,255,255,175,6,6,6,6,167,255,255,255,247,247,247,255,255,73,199,199,
199,199,199,199,199,199,199,255,255,255,255,182,2,2,2,2,165,255,255,255,255,255,255,255,255,82,206,199,
199,199,199,199,199,199,199,247,255,255,255,246,73,9,9,9,164,255,255,255,255,255,255,255,255,91,141,199,
199,199,199,199,199,199,199,239,255,255,255,255,247,246,246,246,255,255,255,255,255,255,255,255,255,173,140,199,
199,199,199,199,199,199,199,239,255,255,255,239,231,231,231,231,215,215,215,215,215,215,215,215,215,207,199,199,
199,199,199,199,199,199,199,255,255,255,255,223,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,207,255,255,255,255,207,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,239,255,255,255,223,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,206,155,155,155,156,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,141,140,140,140,207,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


